TRADE_CODE,INN,FIELD
RU000A104UV0,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A104X32,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105344,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105898,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1058R2,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105AV9,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105CB7,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105H23,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105JF3,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105LN3,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105NN9,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105NY6,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105NP4,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105NZ3,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105P72,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1065R7,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106FM5,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106HE8,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106YR5,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1074A5,7727290538.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A103N76,7715630469.0,Прочее финансовое посредничество
RU000A105JP2,7715630469.0,Прочее финансовое посредничество
RU000A1075S4,7715630469.0,Прочее финансовое посредничество
RU000A105NE8,7715630469.0,Прочее финансовое посредничество
RU000A101UQ6,7715630469.0,Прочее финансовое посредничество
RU000A0JVF98,7703793405.0,"Производство общестроительных работ по строительству мостов, надземных автомобильн"
RU000A0JVLA8,7703793405.0,"Производство общестроительных работ по строительству мостов, надземных автомобильн"
OPNW,7702203678.0, данные отсутствуют
OPNS,7702203678.0, данные отсутствуют
OPNA,7702203678.0, данные отсутствуют
OPNE,7702203678.0, данные отсутствуют
OPNU,7702203678.0, данные отсутствуют
RSHA,7704814182.0,финансовый рынок_
RSHH,7704814182.0,финансовый рынок_
RSHE,7704814182.0,финансовый рынок_
RSHU,7704814182.0,финансовый рынок_
ESGR,7704814182.0,финансовый рынок_
RSHY,7704814182.0,финансовый рынок_
PRIE,7704814182.0,финансовый рынок_
RSHI,7704814182.0,финансовый рынок_
RSHL,7704814182.0,финансовый рынок_
RU000A0ZZML0,7704814182.0,финансовый рынок_
RU000A0ZZMD7,7704814182.0,финансовый рынок_
RU000A0ZZMN6,7704814182.0,финансовый рынок_
RU000A105RJ8,7704814182.0,финансовый рынок_
RU000A103RD6,9704044804.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105B03,9704044804.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105LY0,9704044804.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1068T7,9704044804.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106P97,9704044804.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105G99,9704147373.0,Деятельность эмиссионная
RU000A1062J1,9704147373.0,Деятельность эмиссионная
RU000A106ZP6,9704147373.0,Деятельность эмиссионная
RU000A1032P1,9704018755.0,Деятельность эмиссионная
SPBF,7707583543.0,финансовый рынок_
SPBC,7707583543.0,финансовый рынок_
AKMB,7728142469.0, данные отсутствуют
AKME,7728142469.0, данные отсутствуют
AKQU,7728142469.0, данные отсутствуют
AKGD,7728142469.0, данные отсутствуют
AKMM,7728142469.0, данные отсутствуют
RU000A101HY7,7728142469.0, данные отсутствуют
RU000A101YY2,7728142469.0, данные отсутствуют
RU000A102PN1,7728142469.0, данные отсутствуют
AMRE,7701253764.0, данные отсутствуют
AMRB,7701253764.0, данные отсутствуют
AMRH,7701253764.0, данные отсутствуют
RU000A0ZZCD8,7701253764.0, данные отсутствуют
MTEK,6454074653.0,финансовый рынок_
RU000A101NK4,6454074653.0,финансовый рынок_
RU000A100S25,6454074653.0,финансовый рынок_
RU000A101F29,6454074653.0,финансовый рынок_
RU000A1027E5,6454074653.0,финансовый рынок_
DIVD,7826685368.0, данные отсутствуют
GROD,7826685368.0, данные отсутствуют
GQGD,7826685368.0, данные отсутствуют
GLVD,7826685368.0, данные отсутствуют
GSCD,7826685368.0, данные отсутствуют
BOND,7826685368.0, данные отсутствуют
OPNR,7705394773.0,Управление финансовыми рынками
OPNB,7705394773.0,Управление финансовыми рынками
RCMB,7702358512.0,Управление финансовыми рынками
RCHY,7702358512.0,Управление финансовыми рынками
RCUS,7702358512.0,Управление финансовыми рынками
RQIE,7702358512.0,Управление финансовыми рынками
RQIU,7702358512.0,Управление финансовыми рынками
RCGL,7702358512.0,Управление финансовыми рынками
RCMX,7702358512.0,Управление финансовыми рынками
RU000A102P67,7702358512.0,Управление финансовыми рынками
RU000A103760,7735057951.0,кредитная организация
RU000A100UG9,7735057951.0,кредитная организация
RU000A102RF3,7735057951.0,кредитная организация
RU000A0JRFJ5,7735057951.0,кредитная организация
RU000A102N77,7722270922.0, данные отсутствуют
RU000A0JT4S1,7722270922.0, данные отсутствуют
RU000A103B62,7722270922.0, данные отсутствуют
RU000A103HD7,7722270922.0, данные отсутствуют
SCIP,7709324907.0,Предоставление прочих услуг
SCFT,7709324907.0,Предоставление прочих услуг
BSPB,7831000027.0,кредитная организация
BSPBP,7831000027.0,кредитная организация
RU000A100PP0,3124016792.0,орган власти субъекта РФ
RU000A100Y84,3124016792.0,орган власти субъекта РФ
RU000A101PA0,3124016792.0,орган власти субъекта РФ
RU000A101RB4,3124016792.0,орган власти субъекта РФ
RU000A1025F6,3124016792.0,орган власти субъекта РФ
RU000A0JXTW1,3124016792.0,орган власти субъекта РФ
RU000A1030S9,7710152113.0,орган власти субъекта РФ
RU000A1030T7,7710152113.0,орган власти субъекта РФ
RU000A1033Z8,7710152113.0,орган власти субъекта РФ
RU000A0JX215,8601006241.0,орган власти субъекта РФ
RU000A0ZYKW4,8601006241.0,орган власти субъекта РФ
RU000A0JX0Z8,8900000142.0,орган власти субъекта РФ
AQUA,7816430057.0,"Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию"
RU000A102TT0,7816430057.0,"Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию"
AFKS,7703104630.0,Вложения в ценные бумаги
RU000A0JVUK8,7703104630.0,Вложения в ценные бумаги
RU000A0JWYQ5,7703104630.0,Вложения в ценные бумаги
RU000A0JWZY6,7703104630.0,Вложения в ценные бумаги
RU000A0JXN21,7703104630.0,Вложения в ценные бумаги
RU000A0ZYQY7,7703104630.0,Вложения в ценные бумаги
RU000A0ZYWU3,7703104630.0,Вложения в ценные бумаги
RU000A1005L6,7703104630.0,Вложения в ценные бумаги
RU000A1008J4,7703104630.0,Вложения в ценные бумаги
RU000A100N12,7703104630.0,Вложения в ценные бумаги
RU000A101012,7703104630.0,Вложения в ценные бумаги
RU000A101Q26,7703104630.0,Вложения в ценные бумаги
RU000A101XN7,7703104630.0,Вложения в ценные бумаги
RU000A1023K1,7703104630.0,Вложения в ценные бумаги
RU000A102FS1,7703104630.0,Вложения в ценные бумаги
RU000A102FT9,7703104630.0,Вложения в ценные бумаги
RU000A102SV8,7703104630.0,Вложения в ценные бумаги
RU000A102SX4,7703104630.0,Вложения в ценные бумаги
RU000A103372,7703104630.0,Вложения в ценные бумаги
RU000A103C95,7703104630.0,Вложения в ценные бумаги
RU000A103P33,7703104630.0,Вложения в ценные бумаги
RU000A104693,7703104630.0,Вложения в ценные бумаги
RU000A105L27,7703104630.0,Вложения в ценные бумаги
RU000A0JVXZ0,7703104630.0,Вложения в ценные бумаги
RU000A106Z46,7703104630.0,Вложения в ценные бумаги
AFLT,7712040126.0,"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию"
RU000A103943,7712040126.0,"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию"
GAZP,7736050003.0,нефтегазовая промышленность
RU000A0ZZER4,7736050003.0,нефтегазовая промышленность
RU000A0ZZES2,7736050003.0,нефтегазовая промышленность
RU000A0ZZET0,7736050003.0,нефтегазовая промышленность
RU000A0JUAN6,7736050003.0,нефтегазовая промышленность
RU000A0JUAP1,7736050003.0,нефтегазовая промышленность
GMKN,8401005730.0,Производство прочих цветных металлов
RU000A100VQ6,8401005730.0,Производство прочих цветных металлов
RU000A105A61,8401005730.0,Производство прочих цветных металлов
RU000A105ML5,8401005730.0,Производство прочих цветных металлов
RU000A105NL3,8401005730.0,Производство прочих цветных металлов
RU000A1069N8,8401005730.0,Производство прочих цветных металлов
LSRG,7838360491.0,Капиталовложения в ценные бумаги
RU000A100WA8,7838360491.0,Капиталовложения в ценные бумаги
RU000A100ZL8,7838360491.0,Капиталовложения в ценные бумаги
RU000A102T63,7838360491.0,Капиталовложения в ценные бумаги
RU000A103PX8,7838360491.0,Капиталовложения в ценные бумаги
RU000A106888,7838360491.0,Капиталовложения в ценные бумаги
POSI,9718077239.0,Деятельность холдинговых компаний
RENI,7725497022.0,Страховая компания
RU000A1024W4,7718560636.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A102LD1,7718560636.0,Консультирование по вопросам коммерческой деятельности и управления
GCHE,7718560636.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A105C28,7718560636.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A105M67,7718560636.0,Консультирование по вопросам коммерческой деятельности и управления
EUTR,5029169023.0,Торговля розничная моторным топливом в специализированных магазинах
RU000A105PP9,5029169023.0,Торговля розничная моторным топливом в специализированных магазинах
RU000A105TS5,5029169023.0,Торговля розничная моторным топливом в специализированных магазинах
RU000A1061K1,5029169023.0,Торговля розничная моторным топливом в специализированных магазинах
RU000A0ZYG37,7702336269.0,инвестиции
RU000A101798,7702336269.0,инвестиции
RU000A0ZZXD4,7702336269.0,инвестиции
RU000A101HP5,7702336269.0,инвестиции
RU000A104U68,7702336269.0,инвестиции
INGR,7702336269.0,инвестиции
IRAO,2320109650.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A102RU2,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1034J0,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A103KJ8,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A100W60,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A103S14,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A105518,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1004K1,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A100DG5,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A0JWVL2,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A0ZZBV2,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106F40,9705101614.0,Деятельность по финансовой аренде (лизингу/сублизингу)
MVID,7707602010.0,прочие отрасли
MAGN,7414003633.0,"Производство чугуна, стали и ферросплавов"
RU000A105H64,7414003633.0,"Производство чугуна, стали и ферросплавов"
MTLR,7703370008.0,Вложения в ценные бумаги
MTLRP,7703370008.0,Вложения в ценные бумаги
MTSS,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A0JWRV9,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A1078S8,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A0ZYWY5,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A100238,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A100A66,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A100HU7,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A100L55,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A101FH6,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A101NG2,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A101NH0,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A102VL3,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A104T04,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A104SU6,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A104WJ1,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A1051T3,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A105NA6,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A105ZP8,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A1075E4,7740000076.0,Деятельность в области связи на базе беспроводных технологий
RU000A106BQ5,7740000076.0,Деятельность в области связи на базе беспроводных технологий
MOEX,7702077840.0,Управление финансовыми рынками
LKOH,7708004767.0,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
RU000A1059N9,7708004767.0,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
RU000A1059P4,7708004767.0,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
RU000A1059Q2,7708004767.0,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
RU000A1059R0,7708004767.0,"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы"
BELU,7705634425.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A1015E0,7705634425.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A100L63,7705634425.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A102GU5,7705634425.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A104Y15,7705634425.0,Консультирование по вопросам коммерческой деятельности и управления
NLMK,4823006703.0,Производство листового холоднокатаного стального проката
PIKK,7713011336.0,Строительство жилых и нежилых зданий
RU000A0ZZ1M2,7713011336.0,Строительство жилых и нежилых зданий
RU000A0ZZ3S5,7713011336.0,Строительство жилых и нежилых зданий
PLZL,7703389295.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A100XC2,7703389295.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A1054W1,7703389295.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A105VC5,7703389295.0,Консультирование по вопросам коммерческой деятельности и управления
RTKM,7707049388.0,Деятельность в области связи на базе проводных технологий
RTKMP,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A0JVFC6,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A0JWTN2,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A101541,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A0JXPN8,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A0ZYG52,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A101FG8,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A0ZYYE3,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A100881,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A1028G8,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A103EZ7,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A105LC6,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A104TD0,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A104VS4,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A1051E5,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A105UU9,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A106T93,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A1077Y8,7707049388.0,Деятельность в области связи на базе проводных технологий
RU000A107910,7707049388.0,Деятельность в области связи на базе проводных технологий
SBER,7707083893.0,кредитная организация
SBERP,7707083893.0,кредитная организация
RU000A101QW2,7707083893.0,кредитная организация
RU000A102FQ5,7707083893.0,кредитная организация
RU000A102RR8,7707083893.0,кредитная организация
RU000A102YG7,7707083893.0,кредитная организация
RU000A102YH5,7707083893.0,кредитная организация
RU000A103661,7707083893.0,кредитная организация
RU000A1038U8,7707083893.0,кредитная организация
RU000A103G42,7707083893.0,кредитная организация
RU000A103G59,7707083893.0,кредитная организация
RU000A103H66,7707083893.0,кредитная организация
RU000A103KG4,7707083893.0,кредитная организация
RU000A103WV8,7707083893.0,кредитная организация
RU000A103YV4,7707083893.0,кредитная организация
RU000A1040J7,7707083893.0,кредитная организация
RU000A1040Y6,7707083893.0,кредитная организация
RU000A101C89,7707083893.0,кредитная организация
RU000A0ZZXS2,7707083893.0,кредитная организация
RU000A102HC1,7707083893.0,кредитная организация
RU000A103Q24,7707083893.0,кредитная организация
RU000A103QW8,7707083893.0,кредитная организация
RU000A103QX6,7707083893.0,кредитная организация
RU000A1069P3,7707083893.0,кредитная организация
RU000A101FD5,7707083893.0,кредитная организация
RU000A101G69,7707083893.0,кредитная организация
RU000A101GP7,7707083893.0,кредитная организация
RU000A101GF8,7707083893.0,кредитная организация
RU000A101GT9,7707083893.0,кредитная организация
RU000A101HH2,7707083893.0,кредитная организация
RU000A101HG4,7707083893.0,кредитная организация
RU000A101HF6,7707083893.0,кредитная организация
RU000A101HK6,7707083893.0,кредитная организация
RU000A101JW7,7707083893.0,кредитная организация
RU000A101JE5,7707083893.0,кредитная организация
RU000A101J58,7707083893.0,кредитная организация
RU000A101J41,7707083893.0,кредитная организация
RU000A101KH6,7707083893.0,кредитная организация
RU000A101KF0,7707083893.0,кредитная организация
RU000A101KB9,7707083893.0,кредитная организация
RU000A101L21,7707083893.0,кредитная организация
RU000A101LB7,7707083893.0,кредитная организация
RU000A101LT9,7707083893.0,кредитная организация
RU000A101LU7,7707083893.0,кредитная организация
RU000A101LF8,7707083893.0,кредитная организация
RU000A101MH2,7707083893.0,кредитная организация
RU000A101MK6,7707083893.0,кредитная организация
RU000A101SS6,7707083893.0,кредитная организация
RU000A101QJ9,7707083893.0,кредитная организация
RU000A101QH3,7707083893.0,кредитная организация
RU000A101QV4,7707083893.0,кредитная организация
RU000A101QY8,7707083893.0,кредитная организация
RU000A101QT8,7707083893.0,кредитная организация
RU000A101QX0,7707083893.0,кредитная организация
RU000A101QU6,7707083893.0,кредитная организация
RU000A101S32,7707083893.0,кредитная организация
RU000A101SW8,7707083893.0,кредитная организация
RU000A101SX6,7707083893.0,кредитная организация
RU000A101T31,7707083893.0,кредитная организация
RU000A101T23,7707083893.0,кредитная организация
RU000A101U20,7707083893.0,кредитная организация
RU000A101TZ9,7707083893.0,кредитная организация
RU000A101UZ7,7707083893.0,кредитная организация
RU000A101V11,7707083893.0,кредитная организация
RU000A101V03,7707083893.0,кредитная организация
RU000A101VL5,7707083893.0,кредитная организация
RU000A101VK7,7707083893.0,кредитная организация
RU000A101VS0,7707083893.0,кредитная организация
RU000A101W28,7707083893.0,кредитная организация
RU000A101W36,7707083893.0,кредитная организация
RU000A101WT6,7707083893.0,кредитная организация
RU000A101WG3,7707083893.0,кредитная организация
RU000A101WV2,7707083893.0,кредитная организация
RU000A101WU4,7707083893.0,кредитная организация
RU000A101Y83,7707083893.0,кредитная организация
RU000A101Y75,7707083893.0,кредитная организация
RU000A101YG9,7707083893.0,кредитная организация
RU000A101ZQ5,7707083893.0,кредитная организация
RU000A101ZL6,7707083893.0,кредитная организация
RU000A101ZV5,7707083893.0,кредитная организация
RU000A101ZS1,7707083893.0,кредитная организация
RU000A101ZR3,7707083893.0,кредитная организация
RU000A1020F7,7707083893.0,кредитная организация
RU000A1020G5,7707083893.0,кредитная организация
RU000A102168,7707083893.0,кредитная организация
RU000A102176,7707083893.0,кредитная организация
RU000A1021M1,7707083893.0,кредитная организация
RU000A1021N9,7707083893.0,кредитная организация
RU000A1021P4,7707083893.0,кредитная организация
RU000A1021Q2,7707083893.0,кредитная организация
RU000A102242,7707083893.0,кредитная организация
RU000A102259,7707083893.0,кредитная организация
RU000A102267,7707083893.0,кредитная организация
RU000A102283,7707083893.0,кредитная организация
RU000A1022N7,7707083893.0,кредитная организация
RU000A1022R8,7707083893.0,кредитная организация
RU000A102358,7707083893.0,кредитная организация
RU000A102341,7707083893.0,кредитная организация
RU000A1023Z9,7707083893.0,кредитная организация
RU000A102416,7707083893.0,кредитная организация
RU000A1023X4,7707083893.0,кредитная организация
RU000A1023Y2,7707083893.0,кредитная организация
RU000A1024N3,7707083893.0,кредитная организация
RU000A1024M5,7707083893.0,кредитная организация
RU000A1024T0,7707083893.0,кредитная организация
RU000A1025J8,7707083893.0,кредитная организация
RU000A1025L4,7707083893.0,кредитная организация
RU000A1025K6,7707083893.0,кредитная организация
RU000A1025R1,7707083893.0,кредитная организация
RU000A1025S9,7707083893.0,кредитная организация
RU000A102614,7707083893.0,кредитная организация
RU000A102622,7707083893.0,кредитная организация
RU000A1026E7,7707083893.0,кредитная организация
RU000A1026N8,7707083893.0,кредитная организация
RU000A1026P3,7707083893.0,кредитная организация
RU000A1026M0,7707083893.0,кредитная организация
RU000A1027A3,7707083893.0,кредитная организация
RU000A1027B1,7707083893.0,кредитная организация
RU000A1028J2,7707083893.0,кредитная организация
RU000A1028K0,7707083893.0,кредитная организация
RU000A1029C5,7707083893.0,кредитная организация
RU000A1029E1,7707083893.0,кредитная организация
RU000A102A64,7707083893.0,кредитная организация
RU000A102A56,7707083893.0,кредитная организация
RU000A1029R3,7707083893.0,кредитная организация
RU000A1029Q5,7707083893.0,кредитная организация
RU000A1029S1,7707083893.0,кредитная организация
RU000A1029W3,7707083893.0,кредитная организация
RU000A102A72,7707083893.0,кредитная организация
RU000A102A80,7707083893.0,кредитная организация
RU000A102A98,7707083893.0,кредитная организация
RU000A102AN3,7707083893.0,кредитная организация
RU000A102BE0,7707083893.0,кредитная организация
RU000A102BZ5,7707083893.0,кредитная организация
RU000A102C13,7707083893.0,кредитная организация
RU000A102BR2,7707083893.0,кредитная организация
RU000A102BS0,7707083893.0,кредитная организация
RU000A102C88,7707083893.0,кредитная организация
RU000A102C96,7707083893.0,кредитная организация
RU000A102CA6,7707083893.0,кредитная организация
RU000A102D38,7707083893.0,кредитная организация
RU000A102D87,7707083893.0,кредитная организация
RU000A102D53,7707083893.0,кредитная организация
RU000A102D61,7707083893.0,кредитная организация
RU000A102DG1,7707083893.0,кредитная организация
RU000A102DF3,7707083893.0,кредитная организация
RU000A102DV0,7707083893.0,кредитная организация
RU000A102E86,7707083893.0,кредитная организация
RU000A102FL6,7707083893.0,кредитная организация
RU000A102G76,7707083893.0,кредитная организация
RU000A102GG4,7707083893.0,кредитная организация
RU000A102GH2,7707083893.0,кредитная организация
RU000A102GL4,7707083893.0,кредитная организация
RU000A102GM2,7707083893.0,кредитная организация
RU000A102GN0,7707083893.0,кредитная организация
RU000A102GP5,7707083893.0,кредитная организация
RU000A102GQ3,7707083893.0,кредитная организация
RU000A102GR1,7707083893.0,кредитная организация
RU000A102GZ4,7707083893.0,кредитная организация
RU000A102HH0,7707083893.0,кредитная организация
RU000A102HK4,7707083893.0,кредитная организация
RU000A102HP3,7707083893.0,кредитная организация
RU000A102JU9,7707083893.0,кредитная организация
RU000A102JW5,7707083893.0,кредитная организация
RU000A103968,7707083893.0,кредитная организация
RU000A103JQ5,7707083893.0,кредитная организация
RU000A102WA4,7707083893.0,кредитная организация
RU000A103281,7707083893.0,кредитная организация
RU000A104Y31,7707083893.0,кредитная организация
RU000A103TL5,7707083893.0,кредитная организация
RU000A102V69,7707083893.0,кредитная организация
RU000A1031G2,7707083893.0,кредитная организация
RU000A102UC4,7707083893.0,кредитная организация
RU000A102RA4,7707083893.0,кредитная организация
RU000A103976,7707083893.0,кредитная организация
RU000A102RC0,7707083893.0,кредитная организация
RU000A103TN1,7707083893.0,кредитная организация
RU000A102RD8,7707083893.0,кредитная организация
RU000A102SU0,7707083893.0,кредитная организация
RU000A102RE6,7707083893.0,кредитная организация
RU000A102TD4,7707083893.0,кредитная организация
RU000A102TH5,7707083893.0,кредитная организация
RU000A102VD0,7707083893.0,кредитная организация
RU000A102W35,7707083893.0,кредитная организация
RU000A102W50,7707083893.0,кредитная организация
RU000A102WB2,7707083893.0,кредитная организация
RU000A102WC0,7707083893.0,кредитная организация
RU000A102X26,7707083893.0,кредитная организация
RU000A102ZZ4,7707083893.0,кредитная организация
RU000A103299,7707083893.0,кредитная организация
RU000A1031H0,7707083893.0,кредитная организация
RU000A103216,7707083893.0,кредитная организация
RU000A103273,7707083893.0,кредитная организация
RU000A1032C9,7707083893.0,кредитная организация
RU000A1032N6,7707083893.0,кредитная организация
RU000A1032K2,7707083893.0,кредитная организация
RU000A1032L0,7707083893.0,кредитная организация
RU000A103471,7707083893.0,кредитная организация
RU000A103539,7707083893.0,кредитная организация
RU000A103588,7707083893.0,кредитная организация
RU000A103596,7707083893.0,кредитная организация
RU000A103AF7,7707083893.0,кредитная организация
RU000A103AL5,7707083893.0,кредитная организация
RU000A103AM3,7707083893.0,кредитная организация
RU000A103AP6,7707083893.0,кредитная организация
RU000A103C79,7707083893.0,кредитная организация
RU000A103C87,7707083893.0,кредитная организация
RU000A103CP2,7707083893.0,кредитная организация
RU000A103CR8,7707083893.0,кредитная организация
RU000A103F92,7707083893.0,кредитная организация
RU000A103FA7,7707083893.0,кредитная организация
RU000A103FB5,7707083893.0,кредитная организация
RU000A103FM2,7707083893.0,кредитная организация
RU000A103HE5,7707083893.0,кредитная организация
RU000A103JB7,7707083893.0,кредитная организация
RU000A103LD9,7707083893.0,кредитная организация
RU000A103LE7,7707083893.0,кредитная организация
RU000A103LF4,7707083893.0,кредитная организация
RU000A103LG2,7707083893.0,кредитная организация
RU000A103MW7,7707083893.0,кредитная организация
RU000A103P25,7707083893.0,кредитная организация
RU000A103PF5,7707083893.0,кредитная организация
RU000A103PH1,7707083893.0,кредитная организация
RU000A103RU0,7707083893.0,кредитная организация
RU000A103RV8,7707083893.0,кредитная организация
RU000A103RW6,7707083893.0,кредитная организация
RU000A103RX4,7707083893.0,кредитная организация
RU000A103UP4,7707083893.0,кредитная организация
RU000A103UQ2,7707083893.0,кредитная организация
